date,equity
20250806,1.007361963190184
20250806,0.9358007308324114
20250806,0.8885039429925061
20250806,0.9396408605748087
20250806,0.8732155861895498
20250807,0.9265879314071844
20250807,0.8753952280145223
20250807,0.8573289099879562
20250807,0.7867253526948305
20250808,0.828889069579484
20250808,0.8002694469816256
20250808,0.751364091888304
20250808,0.6998547800747988
20250811,0.7501596003323822
20250811,0.6943856523522793
20250812,0.6867550407879686
20250812,0.6365987737641282
20250812,0.672077362802281
20250812,0.6861322125947241
20250813,0.7038551848757687
20250813,0.7520397688691833
20250813,0.7477505686665074
20250813,0.6971042042712039
20250813,0.6616152629628517
20250814,0.706061585810644
20250814,0.6584763787523675
20250814,0.7322364619120014
20250814,0.7631248486427807
20250814,0.7932481979313115
20250819,0.7902434699088444
20250819,0.8335187075467098
20250819,0.8799173632351946
20250819,0.824922528032995
20250819,0.9011309301365293
20250820,0.9547351816076733
20250820,1.0015640343592007
20250820,1.1494223452312093
20250820,1.1273604959945258
20250821,1.0705555097622435
20250821,1.0934662307882836
20250821,1.1144607824194188
20250822,1.067670444226237
20250822,1.2353211751377948
20250822,1.2782473935788765
20250822,1.3442214526023022
20250825,1.33906129347523
20250825,1.367153488443242
20250825,1.4638480377240999
20250825,1.5804798325996785
20250826,1.5614706249910915
20250826,1.5790122970022253
20250826,1.5790122970022253
20250826,1.5612456326196404
20250826,1.589991236902626
20250827,1.5612431338710069
20250827,1.5205150521178503
20250827,1.448598799652817
20250827,1.6764425877097302
20250827,1.8106712678743266
20250828,1.7299670627919281
20250828,1.8588620360637624
20250828,2.0925643120339044
20250828,2.02562553710097
20250828,1.919931251410387
20250829,1.8821266979367648
20250829,1.7829597833795316
20250829,1.9541642758092188
20250829,2.2093258532237985
20250829,2.1709695016053296
20250902,2.538422680130319
20250902,2.3472864941759886
20250902,2.410833179957458
20250902,2.4821596053999864
20250902,2.4467507665212422
20250904,2.3921510283561935
20250904,2.436685754947931
20250904,2.6754110293070057
20250904,2.517611987363965
20250904,2.7427962108827386
20250905,2.5221959794444486
20250905,2.6280659341371786
20250905,2.8111532561089994
20250905,2.826936751431047
20250905,2.7401967116381836
20250908,2.713104371268879
20250908,2.7451382231609873
20250908,2.8802808068008012
20250908,2.921525878019906
20250908,2.658395070463146
20250909,2.3913687799032317
20250909,2.4201111931232226
20250909,2.4684443695907334
20250909,2.5923662731653287
20250909,2.7619325261149954
20250910,2.8604322595713074
20250910,3.152420149148574
20250910,3.254462661833145
20250910,2.923850581900889
20250910,2.658400862849807
20250911,2.7835466951950902
20250911,3.0363952023913052
20250911,2.8418761347381123
20250911,2.9576366364951685
20250911,3.0817332785858746
20250912,3.131553447061859
20250912,3.1547501392623167
20250912,3.4098371967274215
20250912,4.006541176660598
20250912,4.416567320470893
20250916,5.067564237650129
20250916,6.16929867754791
20250916,6.301183922436108
20250916,6.332224237324956
20250916,6.458974347162988
20250917,7.267507826592023
20250917,8.550355361974258
20250917,8.435585491343732
20250917,8.444600620876466
20250917,8.686450757989872
20250918,8.957902344177056
20250918,8.78842485166576
20250918,9.070522439497006
20250918,10.386586861728436
20250918,12.45810398612581
20250919,14.22508435092016
20250919,13.93583377383013
20250919,14.100171436257371
20250919,16.53924557267751
20250919,16.965471709214423
20250922,17.557782442204452
20250922,20.430874114565178
20250922,20.146453593248726
20250922,22.40744587255805
20250922,21.51735172414467
20250923,24.009377283250885
20250923,25.32989303382968
20250923,25.93878469329674
20250923,25.709629279856266
20250923,26.99511074384908
20250924,26.412542434934604
20250924,25.223553386416647
20250924,26.269306014377534
20250924,25.285653586526394
20250924,24.55888030978791
20250925,25.65489645584456
20250925,24.73125886309605
20250925,23.96947939954796
20250925,23.319534728389705
20250925,23.593882195782523
20250926,23.682692291877064
20250926,22.839038770710115
20250926,23.637114123437907
20250926,22.770262769210248
20250926,20.759455982377006
20250929,20.377672883850533
20250929,19.755238976884108
20250929,18.574370261669518
20250929,18.02051047426451
20250929,16.90409587041458
20250930,16.29603486788168
20250930,15.973050393022763
20250930,15.593643020266878
20250930,15.66517349283691
20250930,15.94380306089132
20251001,16.956481837284713
20251001,16.17930975307583
20251001,16.159816608795015
20251001,16.801678483443414
20251001,17.035576559779052
20251002,17.434536198181373
20251002,17.508804722987257
20251002,17.637074354657493
20251002,18.284306441066942
20251002,19.308227601766692
20251010,20.04785728812469
20251010,20.391815623950357
20251010,18.541670616649142
20251010,18.79418364061129
20251010,18.506344792061387
20251013,18.694313206385186
20251013,18.471097526308945
20251013,16.36959541253727
20251013,17.25277308222247
20251013,18.01956299698791
20251014,16.691976145457804
20251014,15.268248768345227
20251014,15.573613743712132
20251014,15.542278504791181
20251014,15.411304247728335
20251015,16.08872421466145
20251015,15.902867531116893
20251015,16.093321034483566
20251015,15.27920542659641
20251015,13.725387925586608
20251016,13.637885452472668
20251016,12.134088197257052
20251016,12.498739552407782
20251016,13.038808545413056
20251016,13.289428031870163
20251020,11.959230325186276
20251020,12.68437022363507
20251020,14.266521042417684
20251020,16.543093549186462
20251020,20.84638498205087
20251021,23.94019476737291
20251021,30.198732439174535
20251021,33.96708882735228
20251021,37.20351743612904
20251021,40.41602385382994
20251022,36.89840074415843
20251022,44.1314205828959
20251022,53.544474638410044
20251022,59.12077490870359
20251022,65.25918134655808
20251023,79.52541611247231
20251023,78.03756922542887
20251023,82.17562942447613
20251023,90.31183035759258
20251023,90.16595697761801
20251024,101.97788557959198
20251024,112.07470593400704
20251024,126.62654702338837
20251024,146.33495901146438
20251024,157.23972759164562
20251029,216.88238288502845
20251029,242.22711077329075
20251029,262.81641518902046
20251029,326.8672884809528
20251029,365.49351844188345
20251030,395.9513116453737
20251030,464.5357352696617
20251030,534.369446615431
20251030,721.2202330711608
20251030,788.6462889832802
20251031,894.4685628233481
20251031,1053.580759094809
20251031,1138.0335937150076
20251031,1468.9751135490453
20251031,1924.9762574445363
20251103,2167.1680512516305
20251103,2449.403890484401
20251103,3116.933741957073
20251103,4293.135154016345
20251103,4855.090345167069
20251104,6564.024943834123
20251104,7752.572670289685
20251104,8658.247047659976
20251104,10381.689587952484
20251104,11144.594284584542
20251105,12567.308448574058
20251105,15878.346045651066
20251105,16731.67212565544
20251105,16884.509950056057
20251105,17764.49749861919
20251107,17168.25572670107
20251107,16281.733705549
20251107,16487.366787982635
20251107,16413.597809065486
20251107,14906.77571511849
20251110,14456.759844473405
20251110,14413.776415798064
20251110,14785.629023269057
20251110,14204.046035969517
20251110,13638.37067961362
20251112,13731.601729181291
20251112,13324.739455724068
20251112,12768.576417572107
20251112,11736.900916501443
20251112,12237.464591952683
20251113,12027.461299423074
20251113,12817.2830667815
20251113,12939.12035829083
20251113,12668.014979355212
20251113,11685.973677644033
20251114,11383.750220463584
20251114,9848.894784992814
20251114,10015.448811796527
20251114,8874.727069379947
20251114,7227.010410200121
